Genre,GenreLemma,Cluster,UMAP0,UMAP1
historical comedy,historical comedy,6,0.4203844,2.4911134
historical costume romance,historical costume romance,6,-1.0555999,3.00815
historical crime,historical crime,6,-0.019243822,2.1571467
historical dram,historical dram,6,0.6590829,2.6912272
historical drama,historical drama,6,0.3885607,2.8894227
historical epic,historical epic,6,0.7707931,2.960453
historical fantasy,historical fantasy,6,0.32494822,2.1627908
historical fiction,historical fiction,6,0.48349068,2.4273555
historical horror,historical horror,6,-0.11368999,2.0451152
historical romance,historical romance,6,-0.06982015,2.263227
independent movie,independent movie,6,0.42499632,3.5834508
interactive cinema,interactive cinema,6,0.2567167,2.3363347
legal drama,legal drama,6,0.2777882,3.5559816
literary adaptation,literary adaptation,6,-0.2657668,2.1184576
literary drama,literary drama,6,-0.546642,2.6730256
live action,live action,6,0.079435594,3.3617103
live-action,live-action,6,-0.97419935,2.030784
magical girl,magical girl,6,0.36501178,2.186524
martial arts,martial art,6,0.47956097,2.904578
martial art,martial art,6,0.43927523,2.9674075
martial arts comedy,martial art comedy,6,-0.8324669,3.9652157
martial-arts,martial-art,6,0.5016336,2.9688334
medical drama,medical drama,6,0.37356704,3.6378622
military romance,military romance,6,-0.49412867,3.4036143
musical comedy,musical comedy,6,-0.09591885,2.935295
musical drama,musical drama,6,-0.80239815,2.7671402
musical fantasy,musical fantasy,6,0.26421285,2.1087086
musical romance,musical romance,6,-0.44423354,2.633641
outlaw biker,outlaw biker,6,-0.78067696,1.9003693
political comedy,political comedy,6,0.22620802,3.9774554
political drama,political drama,6,0.25434053,3.5314274
political satire,political satire,6,0.2191387,3.9058897
prehistoric adventure,prehistoric adventure,6,-0.47590894,2.0688279
pseudo-documentary,pseudo-documentary,6,-1.6106144,1.620116
psychological horror,psychological horror,6,-0.3622551,1.9053054
religious drama,religious drama,6,0.32140318,3.4807296
romanctic comedy,romanctic comedy,6,0.46962446,3.0408962
romanctic drama,romanctic drama,6,0.62870413,3.3271523
romantic action,romantic action,6,-0.41658843,2.1688967
romantic adventure,romantic adventure,6,-0.31907505,2.0285926
romantic comedy,romantic comedy,6,0.11167627,2.463324
romantic crime,romantic crime,6,-0.2535252,2.0010867
romantic drama,romantic drama,6,-0.19646032,2.6266468
romantic drama triangle,romantic drama triangle,6,-0.9747822,2.994164
romantic fantasy,romantic fantasy,6,0.14302681,1.9330647
romantic melodrama,romantic melodrama,6,-0.712999,2.6636572
romantic triangle,romantic triangle,6,0.6294781,3.1955864
satirical comedy,satirical comedy,6,0.121534824,2.499118
sci-fi comedy,sci-fi comedy,6,-0.91578716,3.8394709
sexual drama,sexual drama,6,0.24349743,3.563788
sexual hygiene,sexual hygiene,6,-0.32699054,3.3919508
shakespearean drama,shakespearean drama,6,-0.3764522,2.745604
short action,short action,6,-0.014891527,3.174494
short animation,short animation,6,0.22237863,3.3166935
short black comedy,short black comedy,6,-0.74663675,3.643313
short comedy,short comedy,6,0.26256633,4.0515113
short documentary,short documentary,6,-0.7962454,2.8952496
short drama,short drama,6,-0.36814,2.9614298
short fantasy,short fantasy,6,-0.15319651,3.064251
short mystery,short mystery,6,-0.18740842,3.0220454
short subject,short subject,6,0.09950552,3.2508636
silent sports,silent sport,6,-0.01023447,2.6860085
social action,social action,6,-0.1855302,3.1211004
social children,social child,6,0.032667432,3.8583806
social comedy,social comedy,6,0.2531026,3.9653618
social crime,social crime,6,-0.61279976,2.8197424
social drama,social drama,6,0.34486693,3.6322372
social family,social family,6,-0.84967834,3.3256726
social family romance,social family romance,6,-0.9417418,3.324784
social romance,social romance,6,-0.53546226,3.2704
social satire,social satire,6,0.2401087,3.93645
socio-fantasy,socio-fantasy,6,-1.6925646,1.6047825
spy action,spy action,6,-0.58182555,2.3102105
spy comedy,spy comedy,6,-0.38976106,3.6820698
spy drama,spy drama,6,-0.047223333,3.6378634
spy serial,spy serial,6,0.850979,3.2903779
spy spoof,spy spoof,6,-0.38242233,3.6970003
supernatural action,supernatural action,6,-0.44554466,2.3266673
supernatural comedy,supernatural comedy,6,0.3021579,2.6544416
supernatural horror,supernatural horror,6,-0.36443448,1.911523
surreal comedy,surreal comedy,6,0.26937768,2.79467
surreal drama,surreal drama,6,-0.120597444,2.8957274
suspense romance,suspense romance,6,-0.44662443,3.790989
teen comedy,teen comedy,6,-0.07590075,4.3041544
teen drama,teen drama,6,-0.34417513,4.0004625
teen romance,teen romance,6,-0.39124638,3.9839177
tragic comedy,tragic comedy,6,0.2553523,2.663333
true crime,true crime,6,-0.5010579,2.8982947
western comedy,western comedy,6,0.2971628,4.2279882
western drama,western drama,6,0.6347102,4.0939894
western romance,western romance,6,-0.5256113,3.3563945
zombie comedy,zombie comedy,6,-0.37616664,4.168322
zombie horror,zombie horror,6,-0.6044838,1.9181906
3d,3d,7,7.9005733,0.2113145
action,action,7,7.4383745,0.6299905
action-love,action-love,7,8.590153,-0.4782926
adventure,adventure,7,8.516313,-0.38997066
adventures,adventure,7,8.485172,-0.3839849
animation,animation,7,8.496008,-0.21959233
anthology,anthology,7,8.7188225,-0.32009143
art,art,7,7.907897,0.011406864
aviation,aviation,7,8.719698,-0.40197998
biodrama,biodrama,7,9.075799,-0.16195367
blaxploitation,blaxploitation,7,9.197715,-0.44089454
boxing,boxing,7,7.4381595,0.54236794
bruceploitation,bruceploitation,7,9.109418,-0.36269832
business,business,7,7.698075,0.22787295
campus,campus,7,7.6090913,0.36039898
cartoon,cartoon,7,8.190819,0.10685183
children,child,7,7.700941,0.37396857
comedy,comedy,7,8.768023,-0.6451363
compilation,compilation,7,8.478781,-0.083558336
concert,concert,7,7.3326135,0.673333
costume,costume,7,7.9938807,-0.056743935
counterculture,counterculture,7,8.211431,0.14150237
crime,crime,7,8.114399,-0.20447293
critically acclaimed,critically acclaim,7,7.264329,0.91198254
cyberpunk,cyberpunk,7,8.967959,0.30292562
dance,dance,7,7.8580527,0.4358234
dev,dev,7,7.5263667,1.493931
disaster,disaster,7,8.827746,-0.49160415
docudrama,docudrama,7,8.949139,0.3828035
documentary,documentary,7,8.681751,-0.5430432
drama,drama,7,8.792147,-0.5981675
drama ,drama,7,8.843068,-0.5080496
dramedy,dramedy,7,8.984728,-0.52649176
dystopia,dystopia,7,8.301513,0.1007851
erotica,erotica,7,8.7625065,-0.12808786
espionage,espionage,7,8.772124,-0.28047782
exploitation,exploitation,7,9.055928,-0.51176107
family,family,7,7.867099,0.064331986
fantasy,fantasy,7,8.531255,0.0786513
fiction,fiction,7,7.830389,0.41802463
fighting,fighting,7,7.4822526,0.4964948
folklore,folklore,7,8.179998,0.23082632
heist,heist,7,8.669295,-0.4281556
history,history,7,7.8479977,0.26558658
horror,horror,7,8.887158,-0.15530387
kids,kid,7,7.591744,0.55242705
kungfu,kungfu,7,9.040875,-0.192449
love,love,7,7.586435,0.45453152
melodrama,melodrama,7,8.974193,-0.47465548
mob,mob,7,7.4939213,0.8227072
mockumentary,mockumentary,7,8.9031725,0.20357046
monster,monster,7,7.627469,0.7170773
music,music,7,7.2572393,0.8096663
mystery,mystery,7,8.828611,-0.39604697
mythology,mythology,7,8.778617,-0.41408554
nature,nature,7,7.739171,0.57408804
p.o.w,p.o.w,7,9.311017,-0.3750892
parody,parody,7,9.007558,-0.5598417
patriotism,patriotism,7,8.928126,-0.34043086
period,period,7,7.475807,0.4444743
pink,pink,7,8.584869,0.07348261
politics,politics,7,7.3201475,0.79685956
priquitianism,priquitianism,7,9.015115,-0.106340736
prison,prison,7,7.500119,0.48868692
propaganda,propaganda,7,8.172669,0.09983487
punk,punk,7,7.4991326,0.89582634
race,race,7,7.4967937,0.50471246
reality,reality,7,7.8974648,0.25479192
remake,remake,7,8.313434,0.018044217
revenge,revenge,7,8.411694,-0.30276433
road,road,7,7.4910693,0.4908188
romance,romance,7,8.687655,-0.39652932
school,school,7,8.074479,-0.25227886
sentiment,sentiment,7,8.186464,-0.09375468
sex,sex,7,7.555297,0.48086107
sexploitation,sexploitation,7,9.169527,-0.4796943
sf,sf,7,7.5851445,1.4283006
silent,silent,7,8.599081,0.10552834
splatter,splatter,7,8.112,0.0510942
sports,sport,7,8.257315,-0.27568963
sport,sport,7,8.263606,-0.25720993
student,student,7,7.7024803,0.28671744
surf,surf,7,7.8707123,0.57294047
survival,survival,7,7.9032693,0.65143853
suspense,suspense,7,8.649956,-0.2169262
sword,sword,7,7.4590344,0.75422317
thriller,thriller,7,8.858471,1.1990825
tragedy,tragedy,7,8.907475,-0.49720702
travel,travel,7,7.179397,0.92687005
trilogy,trilogy,7,8.407123,-0.2308787
war,war,7,7.511528,0.7219263
youth,youth,7,8.715569,-0.26907578
action-masala,action-masala,8,9.25196,2.5734448
ajay,ajay,8,8.018308,2.5041692
anime,anime,8,8.5213375,2.4241145
arjun,arjun,8,8.710082,2.9405687
arya,arya,8,7.523063,1.7792116
bharath,bharath,8,8.713392,3.1582677
bhavana,bhavana,8,8.738161,3.132377
biker,biker,8,8.83636,1.3981045
biogtaphy,biogtaphy,8,9.222611,2.6260028
brahmanandam,brahmanandam,8,9.068817,3.2673743
bramhanandam,bramhanandam,8,9.069223,3.209973
buddy,buddy,8,8.838298,2.6572108
chambara,chambara,8,8.631841,3.0188007
chanbara,chanbara,8,8.87948,3.1747222
charmme,charmme,8,9.02426,2.886395
chiranjeevi,chiranjeevi,8,9.149256,3.2544518
comedey,comedey,8,8.43876,2.5798666
cowboy,cowboy,8,8.83304,1.4209003
d. ramanaidu,d.ramanaidu,8,9.305482,3.1799228
detective,detective,8,8.765967,1.3506078
ero,ero,8,7.4932704,1.7734324
fantay,fantay,8,8.048622,2.575093
gangster,gangster,8,8.821549,1.4297141
gore,gore,8,8.338613,2.3824646
harem,harem,8,8.050321,2.4054215
idol,idol,8,7.9531956,2.3940127
imax,imax,8,8.402027,2.9756415
j-horror,j-horror,8,9.301028,2.556455
jayasudha,jayasudha,8,8.774745,3.2265787
jeet,jeet,8,8.011738,2.1686661
jidaigeki,jidaigeki,8,9.168183,3.2491763
jr. ntr,jr.ntr,8,9.298511,3.1113462
jyothika,jyothika,8,9.064784,2.6887345
kaiju,kaiju,8,8.460091,2.835801
kalyani,kalyani,8,8.921025,2.8995304
keiji,keiji,8,8.59127,2.548995
khushboo,khushboo,8,8.982279,2.8973908
koyuki,koyuki,8,8.596329,2.999674
krishnashankar,krishnashankar,8,9.312,3.1345382
lgbt,lgbt,8,8.94917,2.6853018
mammootty,mammootty,8,7.8223553,2.6903343
masala,masala,8,8.466022,2.7623942
mecha,mecha,8,7.898083,2.085166
mocatsu,mocatsu,8,8.7491045,3.0778737
mohanlal,mohanlal,8,8.626142,3.0616932
nagarjuna,nagarjuna,8,8.954406,3.0249012
nayantara,nayantara,8,8.622642,3.1821926
noir,noir,8,8.520527,2.418753
operetta,operetta,8,8.916378,2.8187904
padmapriya,padmapriya,8,8.961113,2.9445868
pooja,pooja,8,8.870742,2.6657217
pow,pow,8,7.705844,1.9121282
prabhas,prabhas,8,8.731568,3.1478934
raja,raja,8,8.819002,2.731685
rajasekhar,rajasekhar,8,9.090157,3.2010791
ram,ram,8,7.648368,1.9181039
rom-com,rom-com,8,9.260058,2.562142
romcom,romcom,8,8.217553,2.8331037
s. p. balu,s.p.balu,8,9.374997,2.9730873
sada,sada,8,8.433008,2.5594501
samurai,samurai,8,8.370025,2.5999506
sandhya,sandhya,8,8.592838,3.0218523
satire,satire,8,8.241151,2.35125
sharwanand,sharwanand,8,8.800016,2.8921542
shashank,shashank,8,8.820883,2.909631
siddharth,siddharth,8,8.797605,2.9503393
sivaji,sivaji,8,8.838939,3.2440794
slahser,slahser,8,8.391163,2.742592
slapstick,slapstick,8,8.667762,2.272093
slasher,slasher,8,8.835995,1.4197525
sneha,sneha,8,7.9878306,2.4949973
spoof,spoof,8,7.746354,1.8330171
spy,spy,8,7.819928,1.9591049
srikanth,srikanth,8,8.816997,3.0379307
stoner,stoner,8,8.708359,2.0375376
suhasini,suhasini,8,8.447292,2.8941782
sumanth,sumanth,8,8.788498,1.6905683
sunil,sunil,8,8.511917,2.5194998
superhero,superhero,8,8.818966,1.3575978
superheroes,superhero,8,8.808536,1.4223455
swashbuckler,swashbuckler,8,8.88876,1.3867619
tabu,tabu,8,7.698077,1.92992
thriler,thriler,8,9.027023,2.3970604
tokusatsu,tokusatsu,8,9.005571,2.192314
tragerdy,tragerdy,8,8.105238,2.7745318
triller,triller,8,8.640517,1.3017596
vigilante,vigilante,8,8.8743305,1.3824995
wuxia,wuxia,8,8.718529,2.6194685
yakuza,yakuza,8,9.029058,1.8581824
action horror,action horror,9,-2.7161462,4.04043
action thriller,action thriller,9,-2.4230514,4.066707
adventure sci-fi,adventure sci-fi,9,-1.7415725,3.7154331
anime sci-fi,anime sci-fi,9,-1.7459924,3.7372556
apocalyptic thriller,apocalyptic thriller,9,-2.3453493,3.0592597
biographical historical drama,biographical historical drama,9,-1.9223949,2.5517588
biographical patriotic drama,biographical patriotic drama,9,-2.004001,2.532648
biographical political thriller,biographical political thriller,9,-2.3130429,2.611449
children's sci-fi,child's sci-fi,9,-1.3001754,4.099718
comedy action,comedy action,9,-1.4439607,3.3316417
comedy drama,comedy drama,9,-1.6028812,3.0817733
comedy family drama,comedy family drama,9,-2.811878,3.008613
comedy fantasy,comedy fantasy,9,-1.3917,3.448587
comedy horror,comedy horror,9,-2.6951118,3.7639372
comedy mystery,comedy mystery,9,-1.7905048,3.285557
comedy road movie,comedy road movie,9,-2.7147725,3.1049457
comedy romance,comedy romance,9,-1.3102677,3.3755112
comedy romance drama,comedy romance drama,9,-2.861322,3.0404465
comedy romantic thriller,comedy romantic thriller,9,-2.8930902,2.8691738
comedy sci-fi,comedy sci-fi,9,-1.6606568,3.540509
comedy spy,comedy spy,9,-1.8213149,3.2029998
comedy thriller,comedy thriller,9,-2.8761082,3.0554237
double-role action drama,double-role action drama,9,-3.0516505,2.3292909
erotic thriller,erotic thriller,9,-2.3451219,2.9724932
fantasy action adventure,fantasy action adventure,9,-2.4980452,3.5695856
fantasy horror,fantasy horror,9,-2.7337668,3.739232
fantasy thriller,fantasy thriller,9,-2.427545,3.4250576
found footage,find footage,9,-2.1869292,3.751346
historical costume drama,historical costume drama,9,-1.1957545,2.8703077
historical epic drama,historical epic drama,9,-1.30735,2.7498188
historical romantic drama,historical romantic drama,9,-1.4681147,2.701349
historical romantic-fiction drama,historical romantic-fiction drama,9,-2.1265001,2.5609903
historical-disaster romance,historical-disaster romance,9,-1.3482158,3.1482728
immigrant family drama,immigrant family drama,9,-1.3315488,4.0583506
lgbt-themed drama,lgbt-theme drama,9,-1.3777298,4.2221494
martial art drama,martial art drama,9,-1.2123649,4.0882387
medical thriller,medical thriller,9,-2.3812952,3.0640047
musical thriller drama,musical thriller drama,9,-2.8507955,2.9339216
physiological thriller,physiological thriller,9,-2.1799889,3.1281931
political crime thriller,political crime thriller,9,-2.5768735,3.24717
political thriller,political thriller,9,-2.3045127,3.0987475
post-apocalyptic sci-fi,post-apocalyptic sci-fi,9,-1.6818507,3.5198653
psy thriller,psy thriller,9,-2.3110242,3.7029438
psychological action thriller,psychological action thriller,9,-2.5456843,3.124041
psychological thriller,psychological thriller,9,-2.1515954,3.0648012
rom-com drama,rom-com drama,9,-1.3927029,4.2417927
romantic family drama,romantic family drama,9,-1.5080733,2.7536147
romantic fantasy drama,romantic fantasy drama,9,-1.2755728,3.0636919
romantic social drama,romantic social drama,9,-1.3754762,2.679557
romantic spy drama,romantic spy drama,9,-1.4752145,2.7025428
romantic thriller,romantic thriller,9,-2.2947972,2.9695306
sci-fi,sci-fi,9,-1.164287,3.7389574
sci-fi action,sci-fi action,9,-1.6976649,3.4971454
sci-fi action adventure,sci-fi action adventure,9,-2.4336932,3.5391483
sci-fi adventure,sci-fi adventure,9,-1.8870183,3.4938066
sci-fi anime,sci-fi anime,9,-1.4353993,3.7429852
sci-fi drama,sci-fi drama,9,-1.3756875,3.8196397
sci-fi exploitation,sci-fi exploitation,9,-1.951797,3.4307818
sci-fi fantasy,sci-fi fantasy,9,-1.63849,3.555014
sci-fi horror,sci-fi horror,9,-2.6365032,3.5272295
sci-fi lgbt-related drama,sci-fi lgbt-relate drama,9,-2.8796268,2.7269301
sci-fi mystery,sci-fi mystery,9,-1.6623414,3.6007512
sci-fi psychological thriller,sci-fi psychological thriller,9,-2.8357427,2.8554974
sci-fi romance,sci-fi romance,9,-1.506795,3.4635968
sci-fi romantic thriller,sci-fi romantic thriller,9,-2.8746693,2.763258
sci-fi thriller,sci-fi thriller,9,-2.4840207,3.3156588
semi-staged documentary,semi-staged documentary,9,-2.0173607,2.5191088
social children drama,social child drama,9,-1.058061,3.6353643
social crime drama,social crime drama,9,-1.0670078,3.625133
social drama romance,social drama romance,9,-1.1647271,3.7077363
social family drama,social family drama,9,-1.1121143,3.213393
social romantic drama,social romantic drama,9,-1.2243962,2.834105
social romantic melodrama,social romantic melodrama,9,-1.1291294,2.977206
social satire drama,social satire drama,9,-1.2842203,4.1482825
social sci-fi action,social sci-fi action,9,-2.074801,3.3290446
social thriller,social thriller,9,-2.2255547,3.1940713
spy comedy thriller,spy comedy thriller,9,-2.811321,3.2071855
spy thriller,spy thriller,9,-2.144747,3.1627913
steampunk,steampunk,9,-0.9781946,3.74482
stop-motion animation,stop-motion animation,9,-2.9412136,2.415381
stop-motion animation ,stop-motion animation,9,-2.9498518,2.4374526
supernatural thriller,supernatural thriller,9,-2.3520696,3.0163577
suspense action horror,suspense action horror,9,-2.5868475,4.02584
swashbuckling musical romance,swashbuckling musical romance,9,-1.8554364,2.5800176
teen fantasy drama,teen fantasy drama,9,-1.2412302,4.0580482
time-travelling comedy,time-travel comedy,9,-2.967898,2.4358842
urban thriller,urban thriller,9,-2.2305863,3.3754332
western thriller,western thriller,9,-2.3447933,3.360513
